Job_Title,Company,Location,Level,Type,Function,Industry,city,state,primary_industry,job_category,level_clean,employment_type_clean,is_remote,is_metro,is_entry,is_internship
Customer Delight ( Multiple Roles ),Blinkit,"Gurugram, Haryana, India",Mid-Senior level,"Customer Service, Quality Assurance, and Information Technology",Full-time,"Food and Beverage Services, Consumer Services, and Retail",Gurugram,Haryana,Food and Beverage Services,Other,Mid-Senior,"Customer Service, Quality Assurance, and Information Technology",0,1,0,0
Office Assistant,Aditya Birla Capital,"Kolkata, West Bengal, India",Entry level,Administrative,Full-time,Financial Services,Kolkata,West Bengal,Financial Services,Other,Entry,Administrative,0,0,1,0
Junior Data Analyst,Super Scholar,"Delhi, India",Associate,Information Technology,Full-time,Education Administration Programs,Delhi,India,Education Administration Programs,Data Analyst,Associate,Information Technology,0,1,0,0
Business Analyst & Strategic Projects,Aditya Birla Chemicals,"Worli, Maharashtra, India",Mid-Senior level,"General Business, Management, and Project Management",Full-time,"Chemical Raw Materials Manufacturing, Chemical Manufacturing, and Wholesale Chemical and Allied Products",Worli,Maharashtra,Chemical Raw Materials Manufacturing,Business Analyst,Mid-Senior,"General Business, Management, and Project Management",0,0,0,0
Data Analyst,JioSaavn,Mumbai Metropolitan Region,Associate,Analyst,Full-time,"Broadcast Media Production and Distribution, Technology, Information and Media, and Entertainment Providers",Mumbai,Unknown,Broadcast Media Production and Distribution,Data Analyst,Associate,Analyst,0,1,0,0
Senior Data Analyst,Nykaa,"Bengaluru, Karnataka, India",Associate,Analyst,Full-time,Retail Apparel and Fashion,Bengaluru,Karnataka,Retail Apparel and Fashion,Data Analyst,Associate,Analyst,0,1,0,0
Data entry,Naukripay,"Lucknow, Uttar Pradesh, India",Entry level,Administrative,Full-time,Human Resources Services,Lucknow,Uttar Pradesh,Human Resources Services,Data Entry,Entry,Administrative,0,0,1,0
Data Entry Executive,GoComet,"Mumbai, Maharashtra, India",Executive,Business Development and Sales,Full-time,"Transportation, Logistics, Supply Chain and Storage",Mumbai,Maharashtra,Transportation,Data Entry,Executive,Business Development and Sales,0,1,0,0
Data Entry Specialist | Remote,Nao Medical,Greater Delhi Area,Entry level,Administrative,Full-time,Hospitals and Health Care,Delhi,Unknown,Hospitals and Health Care,Data Entry,Entry,Administrative,0,1,1,0
2,PT Adaro Energy Indonesia Tbk,"Anupgarh, Rajasthan, India",Not Applicable,Other,Full-time,Mining,Anupgarh,Rajasthan,Mining,Other,Not Specified,Other,0,0,0,0
Data Analyst,Renault Nissan Technology & Business Centre India,"Chennai, Tamil Nadu, India",Not Applicable,Information Technology,Full-time,IT Services and IT Consulting,Chennai,Tamil Nadu,IT Services and IT Consulting,Data Analyst,Not Specified,Information Technology,0,1,0,0
Data Analyst,LTIMindtree,"Pune, Maharashtra, India",Mid-Senior level,Engineering,Full-time,IT Services and IT Consulting,Pune,Maharashtra,IT Services and IT Consulting,Data Analyst,Mid-Senior,Engineering,0,1,0,0
CBG Projects & New Initiatives Team,Axis Bank,Mumbai Metropolitan Region,Mid-Senior level,"Product Management, Analyst, and Project Management",Full-time,"Banking, Financial Services, and Investment Banking",Mumbai,Unknown,Banking,Other,Mid-Senior,"Product Management, Analyst, and Project Management",0,1,0,0
Data Analyst,Talent Disruptors,India,Entry level,Information Technology,Full-time,Staffing and Recruiting,Pan-India / Remote,Unknown,Staffing and Recruiting,Data Analyst,Entry,Information Technology,0,0,1,0
Data Analyst,Freespace,"Coimbatore, Tamil Nadu, India",Mid-Senior level,Information Technology,Full-time,"Technology, Information and Media",Coimbatore,Tamil Nadu,Technology,Data Analyst,Mid-Senior,Information Technology,0,0,0,0
Data Entry Operator,Sharp HRD Services,"Mumbai, Maharashtra, India",Entry level,Administrative,Full-time,Staffing and Recruiting,Mumbai,Maharashtra,Staffing and Recruiting,Data Entry,Entry,Administrative,0,1,1,0
Data entry,Naukripay,"Rajkot, Gujarat, India",Entry level,Administrative,Full-time,Human Resources Services,Rajkot,Gujarat,Human Resources Services,Data Entry,Entry,Administrative,0,0,1,0
Data entry,Naukripay,"Bathinda, Punjab, India",Entry level,Administrative,Full-time,Human Resources Services,Bathinda,Punjab,Human Resources Services,Data Entry,Entry,Administrative,0,0,1,0
Data Analyst- Operations,apna,"Bengaluru, Karnataka, India",Associate,Analyst,Full-time,"Technology, Information and Internet",Bengaluru,Karnataka,Technology,Data Analyst,Associate,Analyst,0,1,0,0
Data Analyst,Airtel Digital,"Gurugram, Haryana, India",Mid-Senior level,Analyst,Full-time,"Technology, Information and Internet",Gurugram,Haryana,Technology,Data Analyst,Mid-Senior,Analyst,0,1,0,0
Digital Marketing Manager,Marico Limited,"Mumbai, Maharashtra, India",Mid-Senior level,"Marketing, Advertising, and Design",Full-time,Advertising Services,Mumbai,Maharashtra,Advertising Services,Other,Mid-Senior,"Marketing, Advertising, and Design",0,1,0,0
Administrative Data Analyst,Super Scholar,Mumbai Metropolitan Region,Executive,Analyst,Full-time,Education Administration Programs,Mumbai,Unknown,Education Administration Programs,Data Analyst,Executive,Analyst,0,1,0,0
Administrative Data Analyst,Super Scholar,"Delhi, Delhi, India",Executive,Analyst,Full-time,Education Administration Programs,Delhi,Delhi,Education Administration Programs,Data Analyst,Executive,Analyst,0,1,0,0
Data Scientist,IndusInd Bank,"Gurugram, Haryana, India",Mid-Senior level,Analyst,Full-time,Banking,Gurugram,Haryana,Banking,Data Scientist,Mid-Senior,Analyst,0,1,0,0
Data Scientist Intern,SatSure,"Bengaluru East, Karnataka, India",Entry level,Science,Full-time,"Technology, Information and Media",Bengaluru,Karnataka,Technology,Data Scientist,Entry,Science,0,1,1,0
"Business Analyst (Full Time, Remote)",Hike,"Delhi, India",Mid-Senior level,"Research, Analyst, and Information Technology",Full-time,"Technology, Information and Internet",Delhi,India,Technology,Business Analyst,Mid-Senior,"Research, Analyst, and Information Technology",0,1,0,0
Data Entry Specialist (Freshers Only),The Golden Rise,"Karimnagar, Telangana, India",Entry level,Administrative,Full-time,"Technology, Information and Internet",Karimnagar,Telangana,Technology,Data Entry,Entry,Administrative,0,0,1,0
Data Science,Dimensions HRD Consultants,"Gurugram, Haryana, India",Mid-Senior level,Engineering and Information Technology,Full-time,Banking,Gurugram,Haryana,Banking,Data Scientist,Mid-Senior,Engineering and Information Technology,0,1,0,0
Data Entry,Zigsaw,"Mumbai, Maharashtra, India",Entry level,Administrative,Full-time,Community Services,Mumbai,Maharashtra,Community Services,Data Entry,Entry,Administrative,0,1,1,0
Jr. Data Analyst,Wholsum Foods (Slurrp Farm and Millé),"Gurgaon, Haryana, India",Executive,Analyst,Full-time,Food and Beverage Manufacturing,Gurugram,Haryana,Food and Beverage Manufacturing,Data Analyst,Executive,Analyst,0,1,0,0
Data Entry,XcelTec (A CMMI Level 5 Company),"Ahmedabad, Gujarat, India",Entry level,General Business,Full-time,Information Technology & Services,Ahmedabad,Gujarat,Information Technology & Services,Data Entry,Entry,General Business,0,0,1,0
Product Manager,Samsung R&D Institute India,"Bengaluru, Karnataka, India",Mid-Senior level,Product Management,Full-time,Software Development,Bengaluru,Karnataka,Software Development,Product Analyst / Manager,Mid-Senior,Product Management,0,1,0,0
Product Analyst,EarnIn,"Bengaluru, Karnataka, India",Mid-Senior level,"Research, Analyst, and Information Technology",Full-time,Financial Services,Bengaluru,Karnataka,Financial Services,Product Analyst / Manager,Mid-Senior,"Research, Analyst, and Information Technology",0,1,0,0
Data Analyst Trainee / Intern,Razormet Technologies,"Keirao Bitra, Manipur, India",Entry level,Information Technology,Full-time,Software Development,Keirao Bitra,Manipur,Software Development,Data Analyst,Entry,Information Technology,0,0,1,0
Data Analyst Trainee / Intern,Razormet Technologies,"Kakinada, Andhra Pradesh, India",Entry level,Information Technology,Full-time,Software Development,Kakinada,Andhra Pradesh,Software Development,Data Analyst,Entry,Information Technology,0,0,1,0
AO TSM,airtel,"Dehradun, Uttarakhand, India",Not Applicable,Other,Full-time,Telecommunications,Dehradun,Uttarakhand,Telecommunications,Other,Not Specified,Other,0,0,0,0
Data Analyst,RipplesIndia Group,"Kochi, Kerala, India",Associate,Information Technology,Full-time,"Computer Hardware Manufacturing, Banking, and Airlines and Aviation",Kochi,Kerala,Computer Hardware Manufacturing,Data Analyst,Associate,Information Technology,0,0,0,0
Data Analyst,Mastercard,"Gurgaon, Haryana, India",Entry level,Information Technology,Full-time,"IT Services and IT Consulting, Technology, Information and Internet, and Financial Services",Gurugram,Haryana,IT Services and IT Consulting,Data Analyst,Entry,Information Technology,0,1,1,0
Data Analyst,Birlasoft,"Pune, Maharashtra, India",Associate,Consulting and Other,Full-time,IT Services and IT Consulting,Pune,Maharashtra,IT Services and IT Consulting,Data Analyst,Associate,Consulting and Other,0,1,0,0
Data Scientist,Talent Socio(We're Hiring!!),"Gurgaon, Haryana, India",Entry level,Engineering and Information Technology,Full-time,Human Resources Services,Gurugram,Haryana,Human Resources Services,Data Scientist,Entry,Engineering and Information Technology,0,1,1,0
Data Analyst,Saint-Gobain India Private Limited - Glass Business,"Chennai, Tamil Nadu, India",Entry level,Analyst,Temporary,Building Construction,Chennai,Tamil Nadu,Building Construction,Data Analyst,Entry,Analyst,0,1,1,0
Social Media Executive,PUNO,"Jaipur, Rajasthan, India",Associate,"Marketing, Public Relations, and Writing/Editing",Full-time,Entertainment Providers,Jaipur,Rajasthan,Entertainment Providers,Other,Associate,"Marketing, Public Relations, and Writing/Editing",0,0,0,0
Data Entry Operator,Hour Consulting,"Rajarhat, West Bengal, India",Associate,Administrative,Full-time,Staffing and Recruiting,Rajarhat,West Bengal,Staffing and Recruiting,Data Entry,Associate,Administrative,0,0,0,0
Data Entry Operations,Acme Services,"Mumbai, Maharashtra, India",Mid-Senior level,Administrative,Full-time,Oil and Gas,Mumbai,Maharashtra,Oil and Gas,Data Entry,Mid-Senior,Administrative,0,1,0,0
Data Scientist,Medtronic LABS,"Bengaluru, Karnataka, India",Mid-Senior level,Project Management and Information Technology,Full-time,Hospitals and Health Care,Bengaluru,Karnataka,Hospitals and Health Care,Data Scientist,Mid-Senior,Project Management and Information Technology,0,1,0,0
Data Scientist,Acme Services,"Mumbai, Maharashtra, India",Mid-Senior level,Engineering and Information Technology,Full-time,Retail,Mumbai,Maharashtra,Retail,Data Scientist,Mid-Senior,Engineering and Information Technology,0,1,0,0
Digital Marketing Associate,NxtWave,"Hyderabad, Telangana, India",Associate,Marketing,Full-time,Education Administration Programs,Hyderabad,Telangana,Education Administration Programs,Other,Associate,Marketing,0,1,0,0
Data Analyst - Pune,ConveGenius,"Pune, Maharashtra, India",Entry level,Engineering,Full-time,Education,Pune,Maharashtra,Education,Data Analyst,Entry,Engineering,0,1,1,0
Data Entry,Mentorsity,India,Internship,Administrative,Internship,E-Learning Providers,Pan-India / Remote,Unknown,E-Learning Providers,Data Entry,Internship,Administrative,0,0,0,1
Data Analyst - 100% Remote Job,VGreenTek,"Bengaluru East, Karnataka, India",Entry level,Information Technology,Contract,IT Services and IT Consulting,Bengaluru,Karnataka,IT Services and IT Consulting,Data Analyst,Entry,Information Technology,0,1,1,0
Business Intelligence Trainee (Remote),SmartBuyGlasses Optical Group,India,Entry level,Business Development and Sales,Full-time,Internet Publishing,Pan-India / Remote,Unknown,Internet Publishing,Other,Entry,Business Development and Sales,0,0,1,0
Head of Operations,Adani Green Energy Ltd.,"Bhuj, Gujarat, India",Mid-Senior level,Other,Full-time,"Electric Power Transmission, Control, and Distribution and Electric Power Generation",Bhuj,Gujarat,Electric Power Transmission,Other,Mid-Senior,Other,0,0,0,0
Data Scientist,Amgen,"Bengaluru, Karnataka, India",Associate,Engineering and Information Technology,Full-time,Biotechnology Research,Bengaluru,Karnataka,Biotechnology Research,Data Scientist,Associate,Engineering and Information Technology,0,1,0,0
Data Analyst - Ahmedabad - Project,ConveGenius,"Ahmedabad, Gujarat, India",Entry level,Engineering,Full-time,Education,Ahmedabad,Gujarat,Education,Data Analyst,Entry,Engineering,0,0,1,0
Graduate Data Analyst,Arcadis,"Bengaluru, Karnataka, India",Entry level,"Design, Consulting, and Engineering",Full-time,"Construction, Civil Engineering, and Design Services",Bengaluru,Karnataka,Construction,Data Analyst,Entry,"Design, Consulting, and Engineering",0,1,1,0
Product Manager,Tesco Bengaluru,"Bengaluru, Karnataka, India",Not Applicable,Information Technology,Full-time,Retail,Bengaluru,Karnataka,Retail,Product Analyst / Manager,Not Specified,Information Technology,0,1,0,0
Data Scientist,LTIMindtree,"Pune, Maharashtra, India",Executive,"Consulting, Business Development, and Engineering",Full-time,"IT Services and IT Consulting, IT System Training and Support, and IT System Data Services",Pune,Maharashtra,IT Services and IT Consulting,Data Scientist,Executive,"Consulting, Business Development, and Engineering",0,1,0,0
Business Analyst,Junglee Games,"Gurugram, Haryana, India",Entry level,Analyst,Full-time,"Technology, Information and Internet",Gurugram,Haryana,Technology,Business Analyst,Entry,Analyst,0,1,1,0
Associate Data Analyst/ Analytics,ExpertXai Technologies,India,Entry level,Information Technology,Full-time,"Technology, Information and Internet",Pan-India / Remote,Unknown,Technology,Data Analyst,Entry,Information Technology,0,0,1,0
Data Scientist - Kochi,RipplesIndia Group,"Kochi, Kerala, India",Entry level,Engineering and Information Technology,Full-time,"Aviation and Aerospace Component Manufacturing, Banking, and Airlines and Aviation",Kochi,Kerala,Aviation and Aerospace Component Manufacturing,Data Scientist,Entry,Engineering and Information Technology,0,0,1,0
Financial Planning Analyst,Magicbricks,"Noida, Uttar Pradesh, India",Entry level,Finance and Analyst,Full-time,"Technology, Information and Media and Real Estate",Noida,Uttar Pradesh,Technology,Other Analyst,Entry,Finance and Analyst,0,1,1,0
Data Scientist,LTIMindtree,"Mumbai, Maharashtra, India",Mid-Senior level,Information Technology,Full-time,IT Services and IT Consulting,Mumbai,Maharashtra,IT Services and IT Consulting,Data Scientist,Mid-Senior,Information Technology,0,1,0,0
Data Entry Operator,Jinkushal Industries Pvt Ltd,"Raipur, Chhattisgarh, India",Associate,Administrative,Full-time,Manufacturing,Raipur,Chhattisgarh,Manufacturing,Data Entry,Associate,Administrative,0,0,0,0
Data Scientist,NIRA,"Bengaluru, Karnataka, India",Entry level,"Information Technology, Analyst, and Engineering",Full-time,"Banking, Financial Services, and Accounting",Bengaluru,Karnataka,Banking,Data Scientist,Entry,"Information Technology, Analyst, and Engineering",0,1,1,0
Data Entry Specialist,The Golden Rise,"Warangal, Telangana, India",Entry level,Other,Full-time,"Technology, Information and Internet",Warangal,Telangana,Technology,Data Entry,Entry,Other,0,0,1,0
Data Analyst,WinZO,"New Delhi, Delhi, India",Entry level,Information Technology and Analyst,Full-time,"IT Services and IT Consulting, Technology, Information and Internet, and Entertainment Providers",Delhi,Delhi,IT Services and IT Consulting,Data Analyst,Entry,Information Technology and Analyst,0,1,1,0
Data Analyst (US Shift),Responsive,"Coimbatore, Tamil Nadu, India",Associate,Analyst and Research,Full-time,Software Development,Coimbatore,Tamil Nadu,Software Development,Data Analyst,Associate,Analyst and Research,0,0,0,0
Product Manager,airtel,"Gurugram, Haryana, India",Mid-Senior level,"Product Management, Management, and Business Development",Full-time,"Technology, Information and Internet",Gurugram,Haryana,Technology,Product Analyst / Manager,Mid-Senior,"Product Management, Management, and Business Development",0,1,0,0
Data Science intern,Kidvento Education and Research,"Bengaluru East, Karnataka, India",Entry level,Engineering,Full-time,"Technology, Information and Internet",Bengaluru,Karnataka,Technology,Data Scientist,Entry,Engineering,0,1,1,0
Python Developer Trainee/Intern,Razormet Technologies,"Hubli, Karnataka, India",Entry level,Engineering and Information Technology,Full-time,Software Development,Hubli,Karnataka,Software Development,Engineer / Developer,Entry,Engineering and Information Technology,0,0,1,0
Research Analyst,HAMMOQ Inc.,"Ujjain, Madhya Pradesh, India",Associate,"Research, Analyst, and Information Technology",Full-time,Software Development,Ujjain,Madhya Pradesh,Software Development,Other Analyst,Associate,"Research, Analyst, and Information Technology",0,0,0,0
Intern -Business Process Analyst,Acies,Mumbai Metropolitan Region,Internship,Consulting and Information Technology,Full-time,"Banking, Financial Services, and Business Consulting and Services",Mumbai,Unknown,Banking,Other Analyst,Internship,Consulting and Information Technology,0,1,0,1
Intern- Insights & Analysis,NSRCEL,"Bengaluru, Karnataka, India",Internship,Other,Other,Non-profit Organizations,Bengaluru,Karnataka,Non-profit Organizations,Other,Internship,Other,0,1,0,1
Magahi Transcribers (Remote),Sigma AI,"Bihar, India",Entry level,Administrative,Full-time,IT Services and IT Consulting,Bihar,India,IT Services and IT Consulting,Other,Entry,Administrative,0,0,1,0
Data Scientist - Python,Awign,Greater Kolkata Area,Entry level,Information Technology,Contract,"Software Development, Technology, Information and Internet, and Data Infrastructure and Analytics",Greater Kolkata Area,Unknown,Software Development,Data Scientist,Entry,Information Technology,0,0,1,0
Executive Assistant,Vasitum,"Noida, Uttar Pradesh, India",Entry level,Administrative,Full-time,IT Services and IT Consulting,Noida,Uttar Pradesh,IT Services and IT Consulting,Other,Entry,Administrative,0,1,1,0
Data Entry Specialist,The Golden Rise,"Nizamabad, Telangana, India",Entry level,Other,Full-time,"Technology, Information and Internet",Nizamabad,Telangana,Technology,Data Entry,Entry,Other,0,0,1,0
Data Entry Operator,Odisha Job Consultancy,"Bhubaneswar, Odisha, India",Entry level,Administrative,Full-time,Human Resources Services,Bhubaneswar,Odisha,Human Resources Services,Data Entry,Entry,Administrative,0,0,1,0
Data Analyst,Zeno Health,"Bengaluru, Karnataka, India",Mid-Senior level,Product Management,Full-time,Retail Pharmacies,Bengaluru,Karnataka,Retail Pharmacies,Data Analyst,Mid-Senior,Product Management,0,1,0,0
Data Entry Specialist,Infosec Ventures,"Gurugram, Haryana, India",Associate,Other,Full-time,"Technology, Information and Internet",Gurugram,Haryana,Technology,Data Entry,Associate,Other,0,1,0,0
Analyst,Axion Ray,"Bengaluru, Karnataka, India",Entry level,Business Development and Sales,Full-time,Software Development,Bengaluru,Karnataka,Software Development,Other Analyst,Entry,Business Development and Sales,0,1,1,0
Associate - Founder's Office,HealthKart,"Gurugram, Haryana, India",Associate,Analyst,Full-time,"Technology, Information and Internet, Financial Services, and Business Consulting and Services",Gurugram,Haryana,Technology,Other,Associate,Analyst,0,1,0,0
Data Analyst,Annalect India,"Bengaluru, Karnataka, India",Executive,"Advertising, Analyst, and Art/Creative",Full-time,"Advertising Services, Broadcast Media Production and Distribution, and Technology, Information and Media",Bengaluru,Karnataka,Advertising Services,Data Analyst,Executive,"Advertising, Analyst, and Art/Creative",0,1,0,0
Data Entry Work Job in Noida,Motion Advertising Services,"Noida, Uttar Pradesh, India",Entry level,Administrative,Full-time,IT Services and IT Consulting,Noida,Uttar Pradesh,IT Services and IT Consulting,Data Entry,Entry,Administrative,0,1,1,0
BUSINESS DATA ANALYST,futuremug,Mumbai Metropolitan Region,Associate,Information Technology,Full-time,Human Resources Services,Mumbai,Unknown,Human Resources Services,Data Analyst,Associate,Information Technology,0,1,0,0
Data Analyst,Applied Cloud Computing,"Bengaluru, Karnataka, India",Associate,Information Technology,Full-time,IT Services and IT Consulting,Bengaluru,Karnataka,IT Services and IT Consulting,Data Analyst,Associate,Information Technology,0,1,0,0
Risk Analyst,Jupiter,"Bengaluru, Karnataka, India",Associate,Analyst and Research,Full-time,Financial Services,Bengaluru,Karnataka,Financial Services,Other Analyst,Associate,Analyst and Research,0,1,0,0
Associate Data Analyst,Hinge Health,"Bengaluru, Karnataka, India",Mid-Senior level,Information Technology,Full-time,Software Development,Bengaluru,Karnataka,Software Development,Data Analyst,Mid-Senior,Information Technology,0,1,0,0
Associate-MIS Reporting,Tesco Bengaluru,"Bengaluru, Karnataka, India",Not Applicable,Other,Full-time,Retail,Bengaluru,Karnataka,Retail,Other,Not Specified,Other,0,1,0,0
Data Scientist,"RXO, Inc.","Mumbai, Maharashtra, India",Mid-Senior level,"Consulting, Information Technology, and Supply Chain",Full-time,"IT Services and IT Consulting, Transportation, Logistics, Supply Chain and Storage, and Technology, Information and Media",Mumbai,Maharashtra,IT Services and IT Consulting,Data Scientist,Mid-Senior,"Consulting, Information Technology, and Supply Chain",0,1,0,0
Senior Data Analyst,InfiHire,"Gurugram, Haryana, India",Mid-Senior level,Information Technology,Full-time,"Technology, Information and Internet",Gurugram,Haryana,Technology,Data Analyst,Mid-Senior,Information Technology,0,1,0,0
"Head of Business Intelligence and Analytics, Google Play",Google,"Bengaluru, Karnataka, India",Mid-Senior level,"Project Management, Strategy/Planning, and Other",Full-time,"Information Services and Technology, Information and Internet",Bengaluru,Karnataka,Information Services and Technology,Other,Mid-Senior,"Project Management, Strategy/Planning, and Other",0,1,0,0
Data Associate,CapTalent HR,"Bengaluru, Karnataka, India",Associate,Information Technology,Full-time,Human Resources Services,Bengaluru,Karnataka,Human Resources Services,Other,Associate,Information Technology,0,1,0,0
Data Analyst,Rezo.ai,"Noida, Uttar Pradesh, India",Mid-Senior level,Information Technology,Full-time,"Technology, Information and Media",Noida,Uttar Pradesh,Technology,Data Analyst,Mid-Senior,Information Technology,0,1,0,0
Data Scientist,Air India Express,"Gurugram, Haryana, India",Entry level,Engineering and Information Technology,Full-time,Airlines and Aviation,Gurugram,Haryana,Airlines and Aviation,Data Scientist,Entry,Engineering and Information Technology,0,1,1,0
Data Analyst-Mumbai,HCapital Technologies Private Limited,"Mumbai, Maharashtra, India",Associate,Analyst,Full-time,"Banking, Financial Services, and Investment Banking",Mumbai,Maharashtra,Banking,Data Analyst,Associate,Analyst,0,1,0,0
Data Analyst,T&N Business Services,"Chennai, Tamil Nadu, India",Associate,Information Technology,Full-time,IT Services and IT Consulting,Chennai,Tamil Nadu,IT Services and IT Consulting,Data Analyst,Associate,Information Technology,0,1,0,0
Data Analyst,Chubb,"Bengaluru, Karnataka, India",Entry level,"Consulting, Research, and Information Technology",Full-time,Insurance,Bengaluru,Karnataka,Insurance,Data Analyst,Entry,"Consulting, Research, and Information Technology",0,1,1,0
Qualitative Researcher,Hansa Research Group,"Delhi, India",Mid-Senior level,Marketing and Sales,Full-time,Market Research,Delhi,India,Market Research,Other,Mid-Senior,Marketing and Sales,0,1,0,0
Assistant Data Scientist,Ascendeum,India,Associate,Information Technology,Full-time,Advertising Services,Pan-India / Remote,Unknown,Advertising Services,Data Scientist,Associate,Information Technology,0,0,0,0
Senior Data Analyst,Freshworks,"Chennai, Tamil Nadu, India",Associate,Information Technology,Full-time,Software Development,Chennai,Tamil Nadu,Software Development,Data Analyst,Associate,Information Technology,0,1,0,0
Computer Vision Intern,Wobot AI,"Delhi Cantonment, Delhi, India",Internship,Information Technology,Internship,Software Development,Delhi Cantonment,Delhi,Software Development,Other,Internship,Information Technology,0,0,0,1
Junior Administrative & Data Entry Officer,S&J Group,"Thiruvananthapuram, Kerala, India",Entry level,Information Technology,Full-time,"Transportation, Logistics, Supply Chain and Storage",Thiruvananthapuram,Kerala,Transportation,Data Entry,Entry,Information Technology,0,0,1,0
Lead-Data Analyst,HiveMinds,"Bengaluru, Karnataka, India",Mid-Senior level,Advertising,Full-time,Administrative and Support Services,Bengaluru,Karnataka,Administrative and Support Services,Data Analyst,Mid-Senior,Advertising,0,1,0,0
Program Manager,GIVA,"Bengaluru, Karnataka, India",Mid-Senior level,"Strategy/Planning, Project Management, and Public Relations",Full-time,"Retail Apparel and Fashion, Retail, and Retail Luxury Goods and Jewelry",Bengaluru,Karnataka,Retail Apparel and Fashion,Other,Mid-Senior,"Strategy/Planning, Project Management, and Public Relations",0,1,0,0
Data Scientist,SAVii,"Bengaluru, Karnataka, India",Not Applicable,Engineering and Information Technology,Full-time,"Transportation, Logistics, Supply Chain and Storage",Bengaluru,Karnataka,Transportation,Data Scientist,Not Specified,Engineering and Information Technology,0,1,0,0
Data Analyst - Python and Power BI Developer,Heubach,"Vadodara, Gujarat, India",Mid-Senior level,Information Technology,Full-time,Internet Publishing,Vadodara,Gujarat,Internet Publishing,Data Analyst,Mid-Senior,Information Technology,0,0,0,0
Analyst,Wipro,"Gurugram, Haryana, India",Mid-Senior level,Accounting/Auditing and Finance,Full-time,"Venture Capital and Private Equity Principals, Financial Services, and Accounting",Gurugram,Haryana,Venture Capital and Private Equity Principals,Other Analyst,Mid-Senior,Accounting/Auditing and Finance,0,1,0,0
Data Scientist,Careernet,"Gurugram, Haryana, India",Mid-Senior level,Engineering and Analyst,Full-time,Information Services,Gurugram,Haryana,Information Services,Data Scientist,Mid-Senior,Engineering and Analyst,0,1,0,0
Python Developer / Any Fresh Graduate,Technofactorx AI,India,Entry level,Engineering and Information Technology,Full-time,"Technology, Information and Internet",Pan-India / Remote,Unknown,Technology,Engineer / Developer,Entry,Engineering and Information Technology,0,0,1,0
"Software Engineer, Data Science",LinkedIn,"Bengaluru, Karnataka, India",Not Applicable,Engineering,Full-time,"IT Services and IT Consulting and Technology, Information and Internet",Bengaluru,Karnataka,IT Services and IT Consulting and Technology,Data Scientist,Not Specified,Engineering,0,1,0,0
Data Analyst,Gametion Technologies Pvt. Ltd.,"Navi Mumbai, Maharashtra, India",Mid-Senior level,Information Technology,Full-time,Computer Games,Mumbai,Maharashtra,Computer Games,Data Analyst,Mid-Senior,Information Technology,0,1,0,0
Infogram Data Visualization,Twixor,"Chennai, Tamil Nadu, India",Associate,Information Technology,Full-time,IT Services and IT Consulting,Chennai,Tamil Nadu,IT Services and IT Consulting,Other,Associate,Information Technology,0,1,0,0
Data Entry Operator/Computer Operator,Motion Advertising Services,"Noida, Uttar Pradesh, India",Entry level,Administrative,Full-time,IT Services and IT Consulting,Noida,Uttar Pradesh,IT Services and IT Consulting,Data Entry,Entry,Administrative,0,1,1,0
MIS Data Analyst Intern,Tsaaro Consulting,"Gurgaon, Haryana, India",Internship,Consulting,Full-time,Business Consulting and Services,Gurugram,Haryana,Business Consulting and Services,Data Analyst,Internship,Consulting,0,1,0,1
"Data Scientist, Product, Google One",Google,"Bengaluru, Karnataka, India",Not Applicable,"Project Management, Consulting, and Engineering",Full-time,"Information Services and Technology, Information and Internet",Bengaluru,Karnataka,Information Services and Technology,Data Scientist,Not Specified,"Project Management, Consulting, and Engineering",0,1,0,0
Data Scientist,Workbrick,"Agra, Uttar Pradesh, India",Entry level,Analyst,Full-time,IT Services and IT Consulting,Agra,Uttar Pradesh,IT Services and IT Consulting,Data Scientist,Entry,Analyst,0,0,1,0
Analytics Expert,Spiralyze,India,Mid-Senior level,"Research, Analyst, and Information Technology",Full-time,Internet Publishing,Pan-India / Remote,Unknown,Internet Publishing,Other,Mid-Senior,"Research, Analyst, and Information Technology",0,0,0,0
Data Scientist,Mondelēz International,"Mumbai, Maharashtra, India",Mid-Senior level,Sales and Supply Chain,Full-time,"Food and Beverage Manufacturing, Manufacturing, and Pharmaceutical Manufacturing",Mumbai,Maharashtra,Food and Beverage Manufacturing,Data Scientist,Mid-Senior,Sales and Supply Chain,0,1,0,0
Data Analyst,Annalect India,"Bangalore Urban, Karnataka, India",Associate,Strategy/Planning,Full-time,Data Infrastructure and Analytics,Bengaluru,Karnataka,Data Infrastructure and Analytics,Data Analyst,Associate,Strategy/Planning,0,1,0,0
Data Analyst,Phenom,"Hyderabad, Telangana, India",Entry level,Information Technology,Full-time,Software Development,Hyderabad,Telangana,Software Development,Data Analyst,Entry,Information Technology,0,1,1,0
Data Scientist,Joveo,"Bangalore Urban, Karnataka, India",Associate,Engineering,Full-time,Software Development,Bengaluru,Karnataka,Software Development,Data Scientist,Associate,Engineering,0,1,0,0
Senior Manager-Applied Research,Tesco Bengaluru,"Bengaluru, Karnataka, India",Not Applicable,Other,Full-time,Retail,Bengaluru,Karnataka,Retail,Other,Not Specified,Other,0,1,0,0
Data Scientist,Spinny,"Gurugram, Haryana, India",Associate,"Engineering, Information Technology, and Other",Full-time,"Software Development and Technology, Information and Internet",Gurugram,Haryana,Software Development and Technology,Data Scientist,Associate,"Engineering, Information Technology, and Other",0,1,0,0
